Nome do Site;Nome do Cliente;Fonte;ModalidadeTarifária;Data Inserção;Nome da Concessionária/Comercializadora;CNPJ da Concessionária/Comercializadora;Endereço;CEP;Cidade;UF;CNPJ;Impostos R$;Instalação;Mês de Referência;Data leitura atualizada;Data leitura anterior;Data leitura próxima;Mês de Consumo;Data de vencimento;Data Emissão;Valor Total R$;Classe;SubClasse;Subgrupo;Código de barras;Número da NF;Consumo TUSD - Fora Ponta R$;Tarifa Consumo TUSD - Fora Ponta;Medida Consumo TUSD - Fora Ponta;Consumo TE - Fora Ponta R$;Tarifa Consumo TE - Fora Ponta;Medida Consumo TE - Fora Ponta;Consumo TE - Adicional Bandeira Amarela R$;Tarifa Consumo TE - Adicional Bandeira Amarela;Medida Consumo TE - Adicional Bandeira Amarela;Consumo TE - Adicional Bandeira Vermelha (Patamar 1) R$;Tarifa Consumo TE - Adicional Bandeira Vermelha (Patamar 1);Medida Consumo TE - Adicional Bandeira Vermelha (Patamar 1);Multa R$;Ressarcimento R$;Outros R$;Alíquota - ICMS;Base de cálculo - ICMS R$;Custo - ICMS R$;Alíquota - COFINS;Base de cálculo - COFINS R$;Custo - COFINS R$;Alíquota - PIS/PASEP;Base de cálculo - PIS/PASEP R$;Custo - PIS/PASEP R$;Serviços - Iluminação Pública R$;Tarifa Serviços - Iluminação Pública;Medida Serviços - Iluminação Pública
Bauru D.B. Ltda -Centro de Soluções;52454770000108;Real;Convencional;26/12/2025 13:23;CPFL-PAULISTA;33050196000188;R SANTOS MORENO, 25-100;17023390;BAURU;SP;52454770000108;353,340;4003306117;01/12/2025 00:00;11/12/2025 00:00;10/11/2025 00:00;09/01/2026 00:00;01/11/2025 00:00;07/01/2026 00:00;23/12/2025 00:00;1.530,410;Comercial Atacadista / Varejista;;;;;830,620;0,506;1.643,000;614,990;0,374;1.643,000;14,310;0,000;0,000;61,620;0,000;0,000;0,000;0,000;0,000;0,180;1.521,540;273,880;0,052;1.247,660;65,240;0,011;1.247,660;14,220;8,870;0,000;0,000
