Nome do Site;Nome do Cliente;Fonte;ModalidadeTarifária;Data Inserção;Nome da Concessionária/Comercializadora;CNPJ da Concessionária/Comercializadora;Endereço;CEP;Cidade;UF;CNPJ;Impostos R$;Instalação;Mês de Referência;Data leitura atualizada;Data leitura anterior;Data leitura próxima;Mês de Consumo;Data de vencimento;Data Emissão;Valor Total R$;Classe;SubClasse;Subgrupo;Código de barras;Número da NF;Consumo TUSD - Fora Ponta R$;Tarifa Consumo TUSD - Fora Ponta;Medida Consumo TUSD - Fora Ponta;Consumo TE - Fora Ponta R$;Tarifa Consumo TE - Fora Ponta;Medida Consumo TE - Fora Ponta;Consumo TE - Adicional Bandeira Amarela R$;Tarifa Consumo TE - Adicional Bandeira Amarela;Medida Consumo TE - Adicional Bandeira Amarela;Multa R$;Ressarcimento R$;Outros R$;Alíquota - ICMS;Base de cálculo - ICMS R$;Custo - ICMS R$;Alíquota - COFINS;Base de cálculo - COFINS R$;Custo - COFINS R$;Alíquota - PIS/PASEP;Base de cálculo - PIS/PASEP R$;Custo - PIS/PASEP R$;Serviços - Iluminação Pública R$;Tarifa Serviços - Iluminação Pública;Medida Serviços - Iluminação Pública
Bauru D.B. Ltda -Centro de Soluções;5,25E+13;Real;Convencional;19/01/2026 11:53;CPFL-PAULISTA;3,31E+13;R SANTOS MORENO, 25-100;17023390;BAURU;SP;5,25E+13;341,55;4003306117;01/01/2026 00:00;09/01/2026 00:00;11/12/2025 00:00;06/02/2026 00:00;01/12/2025 00:00;26/01/2026 00:00;17/01/2026 00:00;1.531,33;Comercial Atacadista / Varejista;;;;;840,35;0,504;1.669,00;622,2;0,373;1.669,00;28,16;0;0;30,43;0;1,48;0,18;1.490,71;268,33;0,049;1.222,38;60,14;0,011;1.222,38;13,08;8,71;0;0
